kh,pk
0.0001,422.1154513233552
0.00010595601792776158,446.33920750627266
0.00011226677735108136,471.9514151661629
0.00011895340673703195,499.0314012081733
0.00012603829296797275,527.662847409331
0.00013354515629298989,557.9342749168388
0.00014149912974345758,589.9391798523476
0.00014992684327860457,623.7760347430271
0.00015885651294280528,659.5490987562699
0.00016831803533309567,697.3683714089383
0.00017834308769319092,737.349743769653
0.00018896523396912096,779.6159563318381
0.00020022003718155845,824.2958454485538
0.00021214517849106298,871.525877419047
0.00022478058335487252,921.4495740850083
0.00023816855519761583,974.2183794045469
0.00025235391704347656,1029.9920425144655
0.0002673841615839947,1088.9378839994781
0.0002833096101839324,1151.2333557219733
0.0003001835813575589,1217.064141319287
0.0003180625692794119,1286.6260948397721
0.00033700643292719284,1360.1246488816066
0.00035707859649004625,1437.7759475293587
0.0003783462617131929,1519.8070848381124
0.00040088063288984643,1606.4556110739165
0.00042475715525368984,1697.971092455809
0.00045005576757004977,1794.6137911678957
0.00047686116977144693,1896.6577959021809
0.0005052631065335679,2004.3882985268249
0.0005353566677410725,2118.1035770916196
0.0005672426068491978,2238.1148813810782
0.0006010276782070381,2364.746526596945
0.0006368249944718586,2498.335280550503
0.0006747544053110693,2639.231978079549
0.0007149428986597577,2787.8010302389803
0.0007575250258771912,2944.41817199089
0.0008026433522257174,3109.473534689121
0.0008504489341802677,3283.368207506548
0.0009011018251665018,3466.516140424558
0.0009547716114208056,3659.3405723134038
0.001011637979766207,3862.2753159974327
0.0010718913192051286,4075.763251248625
0.001135733358343105,4300.250215491888
0.0012033778407775904,4536.186483894009
0.0012750512407130128,4784.0300025396045
0.0013509935211980279,5044.229523724056
0.0014314589375234786,5317.236291274285
0.001516716888470924,5603.491472911627
0.0016070528182616384,5903.426039620715
0.0017027691722259013,6217.45492569449
0.0018041864093920718,6545.973803188517
0.0019116440753857036,6889.3516947886
0.002025501939230666,7247.92733504142
0.0021461411978584057,7621.998791854232
0.0022739657523579274,8011.825090173211
0.0024094035602395267,8417.61188267359
0.0025529080682395165,8839.505477982473
0.002704959730463137,9277.58518321342
0.0028660676169482502,9731.862057435004
0.0030367711180354605,10202.24964215565
0.0032176417502507355,10688.572597821505
0.0034092850697468144,11190.548310980545
0.0036123426997094303,11707.772237616395
0.003827494478516315,12239.712472815585
0.004055460735840828,12785.680272832047
0.004297004704320844,13344.838974323351
0.004552935074866948,13916.169273819918
0.004824108704165373,14498.481830349752
0.005111433483440166,15090.36570217601
0.005415871378079476,15690.198365040582
0.005738441648302392,16296.116352635814
0.006080224261649427,16906.008392053336
0.00644236350872137,17517.4959237949
0.006826071834272393,18127.929977959666
0.007232633896483534,18734.355183395794
0.007663410868007463,19333.514282495787
0.008119844993184008,19921.820011294436
0.00860346441668451,20495.359739512325
0.009115888299750819,21049.8797490396
0.009658832241158708,21580.774872553757
0.010234114021054537,22083.10708394791
0.010843659686896108,22551.586141021908
0.011489510001873097,22980.62065128146
0.01217382727739662,23364.316768818615
0.012898902612533094,23696.552861831336
0.013667163564620072,23971.02672124115
0.014481182276745346,24181.344171490455
0.015343684089300131,24321.144000135955
0.016257556664437952,24384.262943904512
0.017225859653987874,24364.89620843901
0.018251834943190444,24257.85965744882
0.01933891750455232,24058.85066247789
0.020490746898158482,23764.75934439056
0.021711179456945052,23374.01760839471
0.023004301197729192,22886.993965878235
0.024374441501222217,22306.317425886147
0.025826187606826773,21637.242869776288
0.02736439997074672,20887.925238052347
0.02899422853882878,20069.53369385159
0.03072112998861759,19196.26560059921
0.0325508859983506,18285.06470604211
0.0344896226040576,17355.14113766773
0.03654383070957258,16427.16204879701
0.03872038781812557,15522.144161106718
0.04102658105827194,14660.117996205023
0.043470131581250265,13858.555676900389
0.04605922041145108,13130.698427585698
0.04880251583654434,12483.831538308432
0.05170920242896761,11917.694117387677
0.05478901179593945,11423.164607328055
0.058052255160949015,10981.574290763296
0.06150985788580504,10565.254437839956
0.06517339604882427,10140.02888724286
0.0690551352016233,9670.342457827117
0.073168071434272,9127.202164552875
0.07752597488629465,8497.586296203432
0.0821434358491943,7792.291592303014
0.08703591361485166,7048.105610835329
0.09221978823334331,6321.119548372464
0.09771241535346502,5671.627175255617
0.10353218432956626,5145.248938644388
0.1096985797892384,4756.7760004403335
0.1162322468679853,4481.71515783053
0.12315506032928261,4259.443797790497
0.13049019780144028,4013.292628090818
0.13826221737646563,3688.473557281084
0.14649713983072862,3289.4799243961347
0.1552225357427048,2882.254105324916
0.16446761779946645,2548.2107771647206
0.17426333860096507,2324.178384178249
0.18464249428955445,2175.1449651328303
0.19563983435170648,2021.9178274247097
0.2072921779595372,1814.7070290709705
0.2196385372416547,1585.4994941314042
0.23272024789604095,1403.017311832642
0.2465811075822604,1283.386946434654
0.2612675225563329,1176.2786548713707
0.27682866303920667,1044.5838071422804
0.29331662783900453,917.4330176859472
0.3107866187782014,825.2820755637003
0.3292971255097151,745.4719983203414
0.34891012134067734,658.6698174942424
0.3696912707195028,583.8216683748968
0.39171014908092605,523.111330172572
0.41504047578504766,463.02308750998145
0.4397603609302721,410.1194364773139
0.4659525668664682,364.48349065479687
0.4937047852839004,321.87689422335774
0.5231099308056264,284.9992121743266
0.5542664520663108,251.6157415963797
0.5872786613189482,222.12251792309632
0.6222570836730231,195.81362893263903
0.6593188271333549,172.51341116151804
0.6985879746785248,151.8209850959468
0.7401959996915645,133.51176002603714
0.7842822061337682,117.30905982446478
0.8309941949353395,102.98824403608062
0.8804883581643465,90.34247912677623
0.9329304026284686,79.18894031390585
0.9884959046625587,69.36132565313551
1.0473708979594507,60.70915347002418
1.1097524964120722,53.09747879445574
1.175849554052158,46.408252406972444
1.2458833642950082,40.534983885864264
1.3200884008314195,35.3815211328938
1.3987131026472386,30.8632603646591
1.4820207057988601,26.905669738704248
1.5702901247293775,23.441165049369992
1.6638168860761307,20.410688672714304
1.762914118095948,17.76191883306818
1.8679135990207847,15.448116690113215
1.9791668678535574,13.428476981267053
2.097046401323235,11.666611092824533
2.2219468609395236,10.130689796886202
2.35428641432242,8.792491089579576
2.4945081352303164,7.627309798891475
2.643081486974108,6.613352085270581
2.800503894183631,5.731495489157211
2.9673024081888726,4.964954810682766
3.1440354715915,4.299010115766087
3.331294787934677,3.7207596143691184
3.52970730273065,3.2189172012233414
3.7399373024788014,2.783600705036948
3.9626886387014784,2.4061757415996134
4.198707084443915,2.079100839640057
4.448782831127585,1.7957873900682473
4.713753134116729,1.5504929361519058
4.99450511585514,1.3382070879284982
5.291978735958447,1.1545680549679629
5.607169938205458,0.9957754854719325
5.94113398496504,0.8585253029172859
6.294988990221888,0.7399416787095815
6.669919663030129,0.6375257571403192
7.067181273927491,0.5491068969795084
7.488103857590031,0.4728002742310524
7.934096665797492,0.4069711853012695
8.406652885618334,0.3502010400028185
8.907354638610439,0.30125991691373216
9.437878277775392,0.25908255091203924
10.0,0.22274641321213115
