n_walkers,n_steps,cpu_time,error,std
50,1160,2.2032549381256104,0.0122572061678177,0.0283641125736035
50,1304,2.2217822074890137,0.0071743255701292,0.0235934738184243
50,1256,2.3170721530914307,0.0081340812332758,0.0254519050017925
50,2408,2.5329880714416504,0.0112416280883471,0.0271928777927379
50,1832,2.350918292999268,0.0121388997752064,0.0257953501443861
54,536,0.5676026344299316,0.0240662368085886,0.0577930229095271
50,2456,2.621998071670532,0.0113650061496916,0.0271824092523587
54,632,0.6688220500946045,0.0039905606037636,0.0465695639691139
50,2648,2.765036106109619,0.0110685958004547,0.0265353143672992
54,440,0.9279088973999025,0.0203703278555322,0.0790751382904588
50,2552,2.801393508911133,0.0106390699029733,0.0261696988328395
50,2360,2.555916309356689,0.0113091089369963,0.0261660169996967
50,2696,2.8191518783569336,0.0095533751807651,0.0272043731540171
54,584,0.8210752010345459,0.0120073407900777,0.0507129274299321
50,1400,2.6672463417053223,0.0102566195714749,0.0273540388572567
50,1496,2.7659671306610107,0.0113136958026478,0.0308857435445966
54,776,0.8230781555175781,0.008979207848265,0.0452544401626225
54,488,1.0358407497406006,0.0261747807999977,0.0664989268548491
50,2792,2.994858503341675,0.0069182625054381,0.0293266474203779
50,1448,2.7963109016418457,0.0107232540509573,0.0301353105336552
50,2936,3.0138986110687256,0.0051228126104251,0.0259016956053524
50,2840,3.059813499450684,0.0062699979107582,0.027875609976069
50,2888,3.094142436981201,0.0054645257468354,0.0264641696077518
50,3032,3.102710962295532,0.0042789066962926,0.0252790801357369
54,824,0.9203975200653076,0.0091712515239958,0.0418312055894367
50,2744,2.9267737865448,0.0074743955088774,0.0291664452624747
50,3080,3.164027452468872,0.0026785640318371,0.024464458074765
50,2984,3.179264068603516,0.004997854159699,0.0252427844250876
50,1544,2.992271900177002,0.0111590386475571,0.0299123001265095
50,3176,3.238441467285156,0.0018997216190622,0.0215805835167205
54,968,1.017885684967041,0.011494567349677,0.0429886152611795
50,1592,3.119105339050293,0.010356630811205,0.0279880921539036
50,3128,3.3084442615509038,0.0021642674365467,0.0229447810974885
50,3224,3.3336243629455566,0.001899069027498,0.0213359546015114
54,680,1.3165509700775146,0.0033121322559803,0.0508065124659126
50,2600,3.1895060539245605,0.0119933892999209,0.0257998689669416
50,3320,3.4095592498779297,0.0027132607658445,0.019180373209596
54,728,1.3390789031982422,0.0098870772607422,0.0484838351307331
50,3368,3.443846702575684,0.0046036245490702,0.0187715908968732
50,3272,3.506111621856689,0.0020727747746372,0.0203137270304307
50,1688,3.311810255050659,0.0112396492924118,0.0257533119825597
54,1064,1.1414697170257568,0.0099577136707882,0.0434865304383906
50,1640,3.3542213439941406,0.0111428473284858,0.0264161108897755
54,1112,1.1875221729278564,0.0129472069989872,0.042116822648031
50,1736,3.3922910690307617,0.0100120625077225,0.0256648008051054
50,3416,3.6013572216033936,0.0066073156751492,0.0190682701188155
54,1160,1.2694833278656006,0.010982427146451,0.0400848325336203
50,3464,3.662322759628296,0.0070611516631153,0.0185725535221391
50,3608,3.6734778881073,0.0048885703642441,0.0190480858773161
50,1784,3.499234199523926,0.0109594800881955,0.0262815619207879
50,3512,3.720338344573975,0.0065463233290751,0.0190290730401672
50,3656,3.8540406227111816,0.004257158887254,0.0188189165131375
50,3800,3.865845203399658,0.0024814595466874,0.0165164755835534
50,3560,3.885398626327514,0.0057613561627814,0.0188783597213857
54,1208,1.4951095581054688,0.0105901771203382,0.0396020871548317
54,1304,1.3874914646148682,0.0142870149173761,0.0339236371875237
54,1256,1.4091107845306396,0.0120905222728099,0.0348686562147951
50,3704,3.898990154266357,0.0040108988338429,0.0176813263340293
50,3752,3.975181579589844,0.003425710967008,0.0168112438574769
54,1016,1.7686376571655271,0.009755300191921,0.0428498611010985
50,3896,4.01375412940979,0.0012151819012521,0.0141799879166683
50,1976,3.8359625339508057,0.0133420760733843,0.0228103889154507
54,872,1.843372106552124,0.0079201902302555,0.0420755024695142
50,3944,4.021881341934204,0.0016425166079333,0.0138165415906938
54,1352,1.5252442359924316,0.0152201873620073,0.0348433753300625
50,2504,3.8725781440734863,0.0100645363541512,0.0275791342701691
50,3992,4.093080997467041,0.0019350718975872,0.014127196467242
50,4040,4.0915162563323975,0.0015769875612449,0.0141686749925273
50,3848,4.069365739822388,0.0014691060477167,0.0159883967302837
50,4088,4.150480508804321,0.0013475177724027,0.0139234813549939
50,4136,4.180022954940796,0.0011915253363656,0.0131528770986514
50,2072,4.017035722732544,0.0108995082297859,0.0199835209599481
54,920,2.038207769393921,0.0094799438865609,0.0416602494344349
54,1448,1.6353156566619873,0.0154415442020845,0.0331313198665982
54,1496,1.5962274074554443,0.0143290899402969,0.0301441296016359
50,4280,4.278180122375488,0.0035129881672108,0.0132233680030609
54,1544,1.6387100219726562,0.0115840198357614,0.0290861305065303
50,4232,4.356919288635254,0.0030949794361077,0.0128870510728441
54,1592,1.6819822788238523,0.0092247774495647,0.0284724243222881
50,4328,4.422418117523193,0.0037194036850089,0.0127763128280874
50,4184,4.457544803619385,0.0019137051049955,0.0128233203247062
50,2168,4.338830471038818,0.008008153556786,0.0238297956953673
50,2312,4.33998703956604,0.0097109573423946,0.024414546495248
54,1688,1.789470672607422,0.0130884638730231,0.0259246233908786
54,1640,1.833015203475952,0.010984764528177,0.0276571462509009
54,1736,1.8571562767028809,0.0150888323346867,0.0244126117248062
59,248,0.30318284034729,0.1627989531182585,0.0686188062237955
59,296,0.3547847270965576,0.1113589219328354,0.0575889121918361
59,200,0.4743063449859619,0.1878987799100909,0.0932179558184954
54,1928,2.0701699256896973,0.0142949553998518,0.0243412289908785
54,1400,2.48806095123291,0.0144765433990301,0.0355511167018877
59,344,0.433722972869873,0.0747950616867812,0.0512461987528675
59,392,0.4742584228515625,0.0612618809599976,0.0450980108857453
54,1880,2.205579996109009,0.015495011370512,0.0240489121044426
50,4424,4.66522479057312,0.0060492433898483,0.0115151375081516
54,2072,2.258528232574463,0.0115783999060384,0.0232082403597109
54,2120,2.266292095184326,0.0117480955101664,0.0220393139123782
54,2024,2.299752712249756,0.0118565451825877,0.0254447104572995
54,1976,2.3606204986572266,0.0133087716200426,0.0249542903316573
59,440,0.5395994186401367,0.0602491133172945,0.0392257547163596
54,1784,2.5708870887756348,0.0144322668816989,0.0253242579021267
54,2168,2.444535732269287,0.0124898128661035,0.020745194126768
59,488,0.5784614086151123,0.0590207050814471,0.030206843297447
54,1832,2.7106716632843018,0.01527233515825,0.0256191981090632
54,2264,2.4923250675201416,0.0158179719897531,0.0215752521667964
54,2312,2.4995901584625244,0.0164422474724629,0.0212442812868953
54,2216,2.539534568786621,0.0145764971434009,0.0209612847023628
59,584,0.6917285919189453,0.0479989757857138,0.0382752444525395
54,2360,2.583822965621948,0.0166789307221261,0.0213702072655178
59,632,0.7820050716400146,0.0448739523424429,0.04268633522152
50,4376,5.547683238983154,0.0050117955998063,0.0119064909197207
54,2408,2.7295000553131104,0.0160039370616014,0.0209455866060782
59,536,0.902036428451538,0.0560825054248309,0.0306035305225279
54,2456,2.815804243087769,0.0152834733053706,0.0201287866752948
54,2552,2.766031265258789,0.0137690775247384,0.017915275700393
59,728,0.8753161430358887,0.0392104652278052,0.0330607687700255
54,2504,2.831783533096313,0.0145470319284471,0.0186961447617362
54,2600,2.810124397277832,0.0110221624137973,0.0170488913425708
59,776,0.9543676376342772,0.037946691810695,0.0302629118122794
50,4760,5.06418251991272,0.0074904103386004,0.0112846797944094
59,680,1.1711349487304688,0.0450822175284302,0.0367703384337139
59,824,1.0593218803405762,0.0355248851368436,0.0299293343076817
59,920,1.0994718074798584,0.0267130853262543,0.0293948095088286
50,4808,5.239555358886719,0.0074941732272806,0.0113156134718608
54,2648,3.110750436782837,0.0100448726691837,0.0177840531282841
59,872,1.1807000637054443,0.0303746643088062,0.0298352309532953
54,2696,3.137298345565796,0.0104147143401381,0.0179227506464855
59,968,1.1891334056854248,0.0228045358238677,0.0263054724440803
54,2840,3.189394235610962,0.0096465053335398,0.0198723955891875
59,1016,1.3006176948547363,0.0264755258079147,0.0241601974646787
59,1064,1.312662124633789,0.0291431349856914,0.0208653406945391
54,2984,3.2607054710388184,0.0096252601078936,0.0182458394487572
59,1112,1.359870672225952,0.0323111780613288,0.0174487301523652
54,3080,3.366698980331421,0.0081027087103727,0.0158721065624412
50,4472,6.292010307312012,0.0065754197130129,0.0114113947606491
59,1208,1.4423129558563232,0.0296078225437458,0.0220966792777477
50,5000,5.526263236999512,0.0076168049106917,0.010438492946932
54,2792,3.5879147052764893,0.0102919496601758,0.0204902293419866
54,3032,3.492147922515869,0.0084603857638892,0.01674863789286
54,3128,3.538116931915283,0.0069055293301074,0.0147416814649961
59,1160,1.5810518264770508,0.0313623818303111,0.0197015955461968
59,1256,1.522921800613403,0.0270837973779401,0.0250645954698421
59,1304,1.5535190105438232,0.0210814729680393,0.0265394418539169
54,2888,3.736491680145264,0.0092530626529349,0.0199470147743778
59,1352,1.6149206161499023,0.02077115180903,0.0268625937862813
54,2744,3.908327579498291,0.0107632689613019,0.0197538600911494
54,3224,3.69551682472229,0.0065673135554387,0.0145598060006049
50,4712,6.217862606048584,0.0074629818731111,0.0112720852952284
54,3368,3.6844675540924072,0.0065579640999161,0.0132885226090373
50,4520,6.668858766555786,0.006560474326475,0.0111975574628812
54,3320,3.787137031555176,0.0076026718735745,0.0133256113419401
59,1400,1.8059332370758057,0.0201385629017607,0.0254202444177017
50,4664,6.479182958602905,0.0074664721062143,0.0116816945106678
50,4856,6.215439796447754,0.0075467255550186,0.0110426453542816
54,3272,3.901749610900879,0.0074010537406269,0.0149764151640918
54,2936,4.131445646286011,0.0096736267049966,0.0196706691767556
59,1496,1.81321120262146,0.0180206426092762,0.0266954574479801
54,3512,3.8703672885894775,0.0059448165166966,0.0155063890067809
50,4616,6.728055715560913,0.0070296323181832,0.0119547960187175
59,1448,1.9165949821472168,0.0195146503071973,0.0277067222057538
54,3176,4.1083149909973145,0.0062855164404304,0.0142820414555831
59,1544,1.8642942905426023,0.0176729332950788,0.0251111500160716
54,3416,4.063352823257446,0.0068593681451893,0.0147001442935924
54,3560,3.902864694595337,0.0054815421768682,0.0159095447370341
54,3464,4.088649749755859,0.0067557105980097,0.0150572470170837
59,1592,1.9411215782165527,0.0173004669241158,0.0246794152081818
50,4568,7.049272775650024,0.0068452400780814,0.0114582540134232
50,4904,6.487856149673462,0.0075645999240017,0.0110107129744257
59,1640,2.047135591506958,0.0179768728713705,0.0245607346494619
54,3608,4.104198694229126,0.0057966746870921,0.0167545502810803
50,4952,6.578091144561768,0.0076833249668539,0.0103147882224487
59,1688,2.0927727222442627,0.0199612354480792,0.0214828090589383
59,1736,2.08418607711792,0.0191069696979823,0.019591483592034
54,3656,4.191861629486084,0.0067497569249631,0.0176340568918139
54,3704,4.229005098342896,0.0072931146978492,0.0170251574649433
59,1784,2.209469795227051,0.0178118648262938,0.0189268443792855
59,1832,2.2136893272399902,0.0173307014717406,0.018038872321658
54,3752,4.30991268157959,0.0071725111616103,0.0166308587730891
59,1928,2.2860682010650635,0.0150954065055303,0.0173801897355275
59,1880,2.3429296016693115,0.0170936136189528,0.0170350981249115
54,3992,4.494078636169434,0.0081823941429643,0.014049965307571
54,4088,4.539202690124512,0.006657769495525,0.0147169902658588
54,3944,4.61999249458313,0.0080647230903393,0.01433440570817
54,3848,4.699073076248169,0.0069892175757201,0.0144976241657495
59,2024,2.453246831893921,0.0107531064592807,0.0148738128396655
54,4040,4.656927824020386,0.0072439003909674,0.0142921072458444
54,4136,4.691312074661255,0.0061426853737689,0.0147723963110798
54,4184,4.709256172180176,0.0064059670790473,0.0147014213047719
54,3800,4.931455135345459,0.0071235485017841,0.0150991721595247
59,2120,2.642395496368408,0.0074548969796901,0.0141242607343492
54,4232,4.841434001922607,0.0067872086344898,0.014416271013048
59,2168,2.577603578567505,0.0077484965276748,0.0139596788618673
59,1976,2.8435397148132324,0.0127008749418596,0.0164721166782959
63,200,0.3241362571716308,0.388912633962377,0.1835550132496732
54,4328,4.885998487472534,0.0080188908697554,0.0138101364748618
54,3896,5.095178604125977,0.0076106625083452,0.0144243280631507
63,296,0.3806986808776855,0.2056829551167076,0.0927926999113724
59,2216,2.694707155227661,0.0080613041540729,0.0140695208058334
59,2072,2.863886833190918,0.0086463473214306,0.0139152854139026
63,248,0.4526827335357666,0.2676431185200374,0.1305135459287036
54,4280,5.020105838775635,0.0076838896209953,0.0139847870901145
63,344,0.4438488483428955,0.1744591198251532,0.0719106787846517
54,4472,4.975602865219116,0.0089636463412651,0.0134355714254962
63,392,0.5066440105438232,0.1511735846071155,0.072615253300575
54,4376,5.142145395278931,0.0087492071096307,0.0141677689856726
54,4424,5.122716903686523,0.0091896718492879,0.0136827373822324
59,2312,2.866993188858032,0.0062307887830239,0.0130992889991565
59,2360,2.865598678588867,0.0069543440464536,0.0138146196584312
54,4520,5.146037817001343,0.0087972397734893,0.0126095329774528
63,440,0.5616319179534912,0.1312709744958416,0.0725723958165393
59,2264,2.9866397380828857,0.0070831087063447,0.0140264249811619
59,2408,2.946551322937012,0.0045211439858328,0.0150988840775001
54,4664,5.270925521850586,0.0090077839692337,0.0115126401140305
63,488,0.6409289836883545,0.1143998508987244,0.0720839501229695
54,4760,5.247117757797241,0.0089294552033089,0.0118425581522286
54,4568,5.363239765167236,0.009358537667071,0.0123017317805127
63,536,0.6745738983154297,0.0974766161984804,0.0684592031774011
54,4616,5.457277774810791,0.0089901584412009,0.0114996308213177
63,584,0.7493793964385986,0.0819993690915908,0.0658953057524834
54,4712,5.455458164215088,0.0089166546979372,0.0118988214107251
63,632,0.8137764930725098,0.0760529030329696,0.0609794069496392
59,2456,3.1849067211151123,0.0049135342422207,0.015524479918239
59,2504,3.1607561111450195,0.0027067397963411,0.0139481688363863
63,680,0.886713981628418,0.0735377687030517,0.0589262724760402
54,4856,5.466383457183838,0.0095575260799197,0.0121305575246914
54,4904,5.455419063568115,0.0100213978825066,0.0121164578453524
59,2552,3.2461509704589844,0.0036269415046459,0.0129172162935753
63,728,0.9898738861083984,0.0674603107733994,0.0566061093122314
59,2648,3.214906692504883,0.0035515530394543,0.0101990295952768
59,2600,3.270965576171875,0.0036903178345193,0.0114664242381449
54,4952,5.541140079498291,0.0101225463003152,0.0125984405756477
54,4808,5.681977510452271,0.0093373583549225,0.0122236237616727
63,776,1.0652761459350586,0.0602041314551839,0.0503962222032579
63,824,1.0586552619934082,0.0559343011851723,0.0487129792252175
63,872,1.119908094406128,0.048634594613291,0.0491848275358623
59,2744,3.3849265575408936,0.0022693773111345,0.0100397549094908
59,2792,3.3555474281311035,0.0004775309538676,0.0103538825091768
63,920,1.2547500133514404,0.0478659363700056,0.042777441912064
54,5000,5.961111545562744,0.010301933563617,0.0123104558971434
63,968,1.3620243072509766,0.0473465767161236,0.0374603512044389
59,2888,3.5097599029541016,0.0013667890010112,0.010209782484932
59,2696,3.630178213119507,0.002547834122121,0.010170899671297
63,1064,1.3851966857910156,0.0445611754403285,0.03830837384943
59,2840,3.559439182281494,0.0011949191526702,0.0111087322746392
63,1112,1.4238393306732178,0.0423055171278487,0.0377527106691477
63,1016,1.5015861988067627,0.0447495687095071,0.0375421434031133
63,1160,1.4634008407592771,0.037757094559839,0.0350375424712611
63,1208,1.5656805038452148,0.0332709006357755,0.0344397998225517
59,2936,3.822624444961548,0.0015366474873234,0.0085946519653118
59,3128,3.701472759246826,0.0016107720414739,0.0054360389745169
59,2984,3.832194566726685,0.0012798912216153,0.0077813839544114
59,3176,3.895958423614502,0.0028075271214763,0.0050838326842319
59,3080,4.0420002937316895,0.000522783389211,0.0060232331388909
63,1304,1.8182010650634768,0.0265628924275547,0.0311250582786523
59,3224,3.907210350036621,0.0035448094513507,0.0047476200409237
59,3272,3.914432048797608,0.0049575733765285,0.0038730499521168
63,1448,1.8402197360992432,0.0266805246064679,0.029791830881263
59,3032,4.159146785736084,0.0006988718039573,0.0066577116745636
63,1256,1.970048904418945,0.030457357661925,0.0315282701197584
59,3320,4.000685930252075,0.0056753505567248,0.003330293078147
63,1496,1.91987419128418,0.0250623349758201,0.0276882977743985
59,3368,4.01523232460022,0.0073397342721665,0.0025398149050319
63,1400,2.013824701309204,0.0257258719995164,0.0306473218248514
63,1544,1.9894819259643557,0.0233212909513796,0.0259198565579731
63,1592,2.065149307250977,0.0210314138069036,0.0272531677425525
59,3416,4.166082382202148,0.0078355788401509,0.0023013818256238
63,1640,2.089739322662353,0.0167455365868348,0.0283400634260693
59,3512,4.304240703582764,0.0076879981884507,0.0031548348175623
63,1352,2.393415689468384,0.0242201586891379,0.0317663328467141
63,1688,2.2735490798950195,0.0143094932433372,0.0287746013600711
59,3464,4.43628454208374,0.0074974033736693,0.0023768182514353
63,1736,2.252220630645752,0.0129045973760704,0.0306821609345989
59,3608,4.434216260910034,0.0079788090738335,0.0038073227920486
63,1832,2.317793607711792,0.0126842040447043,0.0298555131833438
59,3560,4.529765844345093,0.0078503249137977,0.0031339053208973
59,3704,4.540094614028931,0.0054532847427161,0.0059660430765864
59,3656,4.571168184280396,0.0075436060770093,0.0050482920469423
63,1784,2.483675718307495,0.0134181598449663,0.0316018237558099
59,3752,4.587790966033936,0.004621831194472,0.0066837454212065
63,1928,2.473807573318481,0.0072658148807189,0.0299499220680509
63,1880,2.5204310417175293,0.0097990037514442,0.0300931095040055
59,3848,4.801422357559204,0.0055792531660343,0.0061602910917921
59,3896,4.776595830917358,0.0061832143211752,0.0061255774033105
63,2024,2.646456480026245,0.0041606753799935,0.0276787194322518
63,1976,2.702991247177124,0.004799275487836,0.0296548277194037
59,3944,4.942220687866211,0.006754401823538,0.0062177519672656
63,2120,2.79831337928772,0.0085445855671559,0.0263960880343861
59,3800,5.087570190429688,0.0052108511850749,0.0067322264696703
59,4040,4.980408430099487,0.0071234032866917,0.0063093267221005
63,2168,2.82871675491333,0.0091094198989352,0.025231212437415
63,2216,2.810153007507324,0.0101258656718504,0.0240189646579875
59,4136,5.020008325576782,0.0065785264654366,0.0064566570787575
63,2264,2.8561675548553467,0.0095356266923702,0.0230861677866939
59,3992,5.132791996002197,0.0067936408053277,0.0063484282940795
63,2072,3.103232145309448,0.0058997111101947,0.0275181066313279
63,2312,2.982612133026123,0.0095792592275628,0.0223424631851475
68,200,0.4959769248962402,0.3189424663479119,0.1704058131204324
59,4184,5.197556734085083,0.0061760555727379,0.0057902631952577
68,296,0.3943939208984375,0.1731215036362576,0.093201027753644
63,2360,3.047743558883667,0.0100472345376367,0.0210253206764627
59,4232,5.246357440948486,0.0061538228851667,0.0063704460686782
63,2408,3.102113485336304,0.009368069538586,0.0215883309650204
68,344,0.4710884094238281,0.1513696907306642,0.0739286528911511
68,248,0.6620304584503174,0.2129656353352571,0.113532333952131
59,4088,5.394382953643799,0.0070470617767471,0.0066879992600094
59,4376,5.244499444961548,0.0041917895757297,0.00781190147794
68,392,0.5561749935150146,0.1329166153257532,0.0643613338113931
63,2504,3.2428557872772217,0.0078636893944063,0.0236122158446692
63,2552,3.202772378921509,0.0070561986905132,0.0245041931097336
68,440,0.5960450172424316,0.1038652444533009,0.0604061178823511
63,2456,3.3749148845672607,0.0083443653436754,0.0228072784235898
59,4280,5.536942720413208,0.0054623801655614,0.0067906771311404
68,488,0.6726994514465332,0.0907673471936753,0.0612807777928688
63,2600,3.310220241546631,0.0071505448678024,0.0251843542717298
68,536,0.7202231884002686,0.0752188004561767,0.058269918899387
59,4472,5.502561092376709,0.0034105711777127,0.0074905698962209
68,584,0.7863914966583252,0.0688091416192127,0.0559673074023219
63,2648,3.479735851287842,0.0077741607019186,0.0254312499218161
59,4616,5.496361017227173,0.0022645491042797,0.0088663395554819
59,4424,5.608377456665039,0.0034466005293557,0.007926691065057
59,4328,5.7519919872283936,0.0048165511252375,0.0078709872169431
63,2696,3.4536259174346924,0.0084679884124341,0.0255716739699744
68,632,0.871950626373291,0.0572422467220658,0.0448710673281752
59,4568,5.582155227661133,0.0022572391618562,0.008436221067151
68,680,0.9644482135772704,0.0516518164445643,0.0383605590741693
63,2744,3.5181117057800293,0.0094778838741604,0.0250508256344217
63,2792,3.525844097137451,0.0097258333692852,0.0244626340089435
68,728,1.0024726390838623,0.0493628486600703,0.0311230189790337
59,4712,5.728518486022949,0.0032211591482366,0.0098552217810458
68,776,1.0731804370880127,0.0437029612683884,0.0250369496890567
59,4760,5.789702653884888,0.0031649784491629,0.0098339688536602
63,2840,3.702181577682495,0.0075667960236306,0.0239686665076043
59,4664,5.9518890380859375,0.0029586250443897,0.0094457689092043
59,4856,5.779773473739624,0.0018900070774927,0.0092379274768772
59,4808,5.877567291259766,0.0025144910137641,0.009689514540326
68,824,1.2224655151367188,0.0363815769294115,0.0237637769369569
68,872,1.171542406082153,0.0288431744548529,0.0236574933400459
63,2888,3.7933926582336426,0.0058932130136556,0.0231654195882634
68,920,1.2752270698547363,0.0270054126706823,0.0238781908936366
59,4520,6.303847551345825,0.0032123476467419,0.0079647871647796
59,4904,5.998189926147461,0.0011609884586116,0.0088115158851056
63,2936,3.940011739730835,0.0050824973710364,0.0221272916414955
63,3032,3.889110803604126,0.0040198127768262,0.021665316243809
68,968,1.3945960998535156,0.0233754690015612,0.0230315493782893
59,4952,5.9553327560424805,0.0009448285371366,0.0080966995910951
68,1016,1.398059606552124,0.0221819106046791,0.0193290045400253
63,2984,3.972499847412109,0.0045932843466128,0.0217078639214994
63,3080,4.027435302734375,0.0035831615787472,0.0222370560546132
68,1064,1.501845121383667,0.0202702321498425,0.0177000134907663
68,1112,1.5031845569610596,0.0208273116141622,0.0152010230384489
59,5000,6.005993604660034,0.0004969370199972,0.0075754368730782
63,3176,4.037493467330933,0.0022889860613341,0.0224280647883445
63,3128,4.179050445556641,0.0025412431479426,0.022539306822521
63,3272,4.137187480926514,0.0035403145680309,0.0230782482284634
68,1256,1.6858301162719729,0.0224018867509174,0.0140317979273845
68,1208,1.7735953330993652,0.0222097148368042,0.0149254223691472
63,3224,4.3376524448394775,0.0028244324789797,0.0228312138442814
68,1304,1.8281726837158203,0.020873520645824,0.0165758303439831
68,1160,1.9711480140686035,0.0222750023352135,0.0150898776294941
68,1352,1.8336305618286133,0.0183320936403726,0.0195672171518586
63,3320,4.3084776401519775,0.0038505485433722,0.0231484423948934
68,1400,1.883958339691162,0.0145934207854825,0.0204045634470319
63,3416,4.404507160186768,0.0029214453585053,0.022081268104386
68,1448,2.0410749912261963,0.0126460638794575,0.0210300019440076
63,3464,4.492108106613159,0.0027028020678341,0.0218202333593461
63,3368,4.564244985580444,0.0036231535525973,0.0229954959336618
68,1544,2.1054725646972656,0.0085725546779499,0.0221862449862782
68,1496,2.142645835876465,0.0109527268067771,0.0211235747184438
63,3512,4.456584930419922,0.0028143145574481,0.0221523159455436
68,1592,2.224942207336426,0.0066815745650032,0.023106418503596
63,3560,4.523219347000122,0.0029294843804602,0.0202890509547528
68,1688,2.324897766113281,0.0058930847213102,0.0232957640826934
63,3608,4.736510753631592,0.0023036679129654,0.0197744159027854
63,3704,4.703656911849976,0.0025727094867799,0.0179945341048537
63,3656,4.72606086730957,0.0025594043347715,0.0188688132585926
68,1736,2.37713360786438,0.0040422654226372,0.0229449548549058
63,3752,4.8108320236206055,0.0028550371439613,0.0181241025093263
68,1832,2.518876075744629,0.0062770237407694,0.0254669498847091
63,3800,4.986406087875366,0.0031715081240595,0.0182473781852802
68,1880,2.613835573196411,0.0051063857996225,0.0256402588623593
68,1928,2.6452395915985107,0.0050039372776256,0.0262599891316265
63,3848,5.054156303405762,0.0023869362502527,0.0179463180533373
63,3944,5.0228590965271,0.0004401249562876,0.0171583842960506
63,3992,5.02218222618103,0.0001348632596632,0.0164868612591978
68,1784,2.772712230682373,0.0056904674123866,0.0242325738047988
68,1976,2.683977603912353,0.0050681194942834,0.0264086249731098
68,1640,2.944716453552246,0.0053705536789142,0.0224040757562825
68,2024,2.808908224105835,0.0052138450811237,0.0263752637973297
68,2072,2.914702177047729,0.00655273108995,0.0245125263437229
68,2120,3.0711669921875,0.007960155764915,0.0230942095189805
72,200,0.4296672344207763,0.2468264913351568,0.2584023310624777
63,4088,5.412994623184204,0.0001945020663634,0.0163148047026125
72,296,0.4228217601776123,0.1553224702388976,0.1659647900844366
68,2216,3.0330810546875,0.0062423393148774,0.0238619623565136
63,3896,5.585784673690796,0.0017348332079089,0.0176006483932497
63,4184,5.3450798988342285,0.0009020956164972,0.0165760716259745
68,2168,3.0968358516693115,0.0068480473662133,0.0231506320205169
63,4136,5.38356351852417,0.000702730371086,0.0162857107566026
68,2264,3.0261223316192627,0.0056608545612362,0.0254386322057014
72,344,0.4942824840545654,0.1239574973130232,0.1267300066556798
68,2312,3.156362533569336,0.0043883955332347,0.0255077292658673
72,248,0.6830010414123535,0.1897493901028522,0.2119447314122235
68,2360,3.1445112228393555,0.0040280401949547,0.0249200317933178
72,392,0.5629336833953857,0.1038616285362097,0.1167555964088585
63,4040,5.88763427734375,0.0005875856370125,0.0162956533188319
68,2408,3.3290998935699463,0.0029995008950156,0.0246320503226544
63,4280,5.6375274658203125,0.0009031138444066,0.01555158928629
72,440,0.6115942001342773,0.086411692272121,0.1113166435909763
63,4232,5.763371467590332,0.0001586320913209,0.0162047956552737
68,2456,3.3153738975524902,0.0025007086141572,0.0246801933180611
63,4328,5.764872074127197,0.0019386605790258,0.0148128790038124
72,488,0.7069900035858154,0.0770940567911917,0.1128431852909925
68,2600,3.472620964050293,0.0033903430012473,0.0260707416037003
63,4472,5.771859169006348,0.002413964410868,0.0140880385907978
72,536,0.7858150005340576,0.0704738222083114,0.1080949193245128
68,2504,3.5458827018737797,0.0030715149954572,0.0251416568793522
